ICAO,IATA,Name,City,Province,Country,Lat,Lon,Elev,OffUTC,OffDST,TZone
KZ,D23,ARCADE TRI CO,,NEW YORK,USA,42.566728,-78.426131,1745,-5,-4,America/Detroit
KZ,D25,MANITOWISH WATERS,,WISCONSIN,USA,46.121972,-89.882333,1610,-6,-5,America/Menominee
KZ,D31,LEEDS MUNI,,NORTH DAKOTA,USA,48.285,-99.403469,1508,-6,-5,America/North_Dakota/Center
KZ,D37,WARREN MUNI,,MINNESOTA,USA,48.191111,-96.711139,886,-6,-5,America/North_Dakota/Center
KZ,D38,CANANDAIGUA,,NEW YORK,USA,42.907186,-77.321628,814,-5,-4,America/New_York
KZ,D39,SAUK CENTRE MUNI,,MINNESOTA,USA,45.706561,-94.933397,1244,-6,-5,America/North_Dakota/Center
KZ,D42,SPRINGFIELD MUNI,,MINNESOTA,USA,44.231069,-94.998933,1072,-6,-5,America/North_Dakota/New_Salem
KZ,D50,CROSBY MUNI,,NORTH DAKOTA,USA,48.928514,-103.29725,1950,-6,-5,America/North_Dakota/Center
KZ,D55,ROBERTSON FLD,,NORTH DAKOTA,USA,48.753017,-98.393336,1608,-6,-5,America/North_Dakota/Center
KZ,D56,MAYVILLE MUNI,,NORTH DAKOTA,USA,47.474986,-97.333703,975,-6,-5,America/North_Dakota/Center
KZ,D57,GLEN ULLIN REGIONAL,,NORTH DAKOTA,USA,46.812783,-101.860156,2089,-7,-6,America/Denver
KZ,D60,TIOGA MUNI,,NORTH DAKOTA,USA,48.380531,-102.897983,2266,-6,-5,America/North_Dakota/Center
KZ,D64,WESTHOPE MUNI,,NORTH DAKOTA,USA,48.913353,-101.033489,1494,-6,-5,America/North_Dakota/Center
KZ,D73,MONROE WALTON COUNTY,,GEORGIA,USA,33.781497,-83.69355,867,-5,-4,America/Kentucky/Monticello
KZ,D74,CHORMAN,,DELAWARE,USA,38.848447,-75.612428,66,-5,-4,America/New_York
KZ,D77,BUFFALO LANCASTER,,NEW YORK,USA,42.922281,-78.61225,750,-5,-4,America/Detroit
KZ,D95,DUPONT LAPEER,,MICHIGAN,USA,43.066611,-83.272336,844,-5,-4,America/Detroit
KZ,D98,ROMEO STATE,,MICHIGAN,USA,42.796992,-82.975267,745,-5,-4,America/Detroit
KZ,DAG,BARSTOW DAGGETT,,CALIFORNIA,USA,34.853714,-116.786689,1927,-8,-7,America/Los_Angeles
KZ,DAW,SKYHAVEN,,NEW HAMPSHIRE,USA,43.284061,-70.929253,322,-5,-4,America/New_York
KZ,DBN,W H BUD BARRON,,GEORGIA,USA,32.564458,-82.985256,310,-5,-4,America/Kentucky/Monticello
KZ,DCU,PRYOR FLD RGNL,,ALABAMA,USA,34.652647,-86.945367,592,-6,-5,America/Indiana/Tell_City
KZ,DCY,DAVIESS CO,,INDIANA,USA,38.700422,-87.129733,473,-5,-4,America/Indiana/Petersburg
KZ,DDH,WILLIAM H MORSE STATE,,VERMONT,USA,42.891389,-73.246392,826,-5,-4,America/New_York
KZ,DE49,JOSEPHS,,DELAWARE,USA,38.637614,-75.355194,42,-5,-4,America/New_York
KZ,DED,DELAND MUNI SIDNEY H TAYLOR FLD,,FLORIDA,USA,29.066981,-81.283942,79,-5,-4,America/Kentucky/Monticello
KZ,DEH,DECORAH MUNI,,IOWA,USA,43.275503,-91.739375,1157,-6,-5,America/Chicago
KZ,DEQ,J LYNN HELMS SEVIER CO,,ARKANSAS,USA,34.046994,-94.399367,355,-6,-5,America/Indiana/Tell_City
KZ,DEW,DEER PARK,,WASHINGTON,USA,47.966639,-117.426667,2210,-8,-7,America/Los_Angeles
KZ,DFI,DEFIANCE MEM,,OHIO,USA,41.3375,-84.428806,707,-5,-4,America/Detroit
KZ,DGL,DOUGLAS MUNI,,ARIZONA,USA,31.342586,-109.50645,4173,-7,-7,America/Phoenix
KZ,DGW,CONVERSE CO,,WYOMING,USA,42.79725,-105.385736,4929,-7,-6,America/Denver
KZ,DKB,DE KALB TAYLOR MUNI,,ILLINOIS,USA,41.931881,-88.7083,915,-6,-5,America/Chicago
KZ,DKK,CHAUTAUQUA CO DUNKIRK,,NEW YORK,USA,42.493336,-79.272042,693,-5,-4,America/Detroit
KZ,DKX,KNOXVILLE DOWNTOWN ISLAND,,TENNESSEE,USA,35.963889,-83.873886,833,-5,-4,America/Kentucky/Monticello
KZ,DLC,DILLON CO,,SOUTH CAROLINA,USA,34.449056,-79.368583,133,-5,-4,America/Kentucky/Monticello
KZ,DLL,BARABOO WISCONSIN DELLS,,WISCONSIN,USA,43.521953,-89.770903,976,-6,-5,America/Menominee
KZ,DLN,DILLON,,MONTANA,USA,45.255361,-112.552506,5241,-7,-6,America/Boise
KZ,DLO,DELANO MUNI,,CALIFORNIA,USA,35.745581,-119.236503,314,-8,-7,America/Los_Angeles
KZ,DLS,COLUMBIA GORGE RGNL THE DALLES MUNI,,OREGON,USA,45.618544,-121.167344,247,-8,-7,America/Los_Angeles
KZ,DLZ,DELAWARE MUNI,,OHIO,USA,40.279703,-83.114803,945,-5,-4,America/Detroit
KZ,DMO,SEDALIA MEM,,MISSOURI,USA,38.706889,-93.176111,909,-6,-5,America/Indiana/Tell_City
KZ,DMW,CARROLL CO RGNL JACK B POAGE FLD,,MARYLAND,USA,39.608278,-77.007667,789,-5,-4,America/New_York
KZ,DNL,DANIEL FLD,,GEORGIA,USA,33.466525,-82.039369,422,-5,-4,America/Kentucky/Monticello
KZ,DNN,DALTON MUNI,,GEORGIA,USA,34.721747,-84.869108,710,-5,-4,America/Kentucky/Monticello
KZ,DNS,DENISON MUNI,,IOWA,USA,41.986433,-95.380722,1276,-6,-5,America/Chicago
KZ,DNV,VERMILION CO,,ILLINOIS,USA,40.199467,-87.595536,696,-6,-5,America/Indiana/Knox
KZ,DPL,DUPLIN CO,,NORTH CAROLINA,USA,35.000064,-77.981694,137,-5,-4,America/Kentucky/Monticello
KZ,DQH,DOUGLAS MUNI,,GEORGIA,USA,31.477808,-82.859617,257,-5,-4,America/Kentucky/Monticello
KZ,DRA,DESERT ROCK,,NEVADA,USA,36.6194,-116.032811,3314,-8,-7,America/Los_Angeles
KZ,DSV,DANSVILLE MUNI,,NEW YORK,USA,42.5709,-77.71305,662,-5,-4,America/New_York
KZ,DTA,DELTA MUNI,,UTAH,USA,39.383289,-112.509669,4755,-7,-6,America/Shiprock
KZ,DTL,DETROIT LAKES WETHING,,MINNESOTA,USA,46.825208,-95.885689,1396,-6,-5,America/North_Dakota/Center
KZ,DTN,SHREVEPORT DOWNTOWN,,LOUISIANA,USA,32.540219,-93.745022,179,-6,-5,America/Indiana/Tell_City
KZ,DTO,DENTON MUNI,,TEXAS,USA,33.200722,-97.197978,642,-6,-5,America/Indiana/Tell_City
KZ,DTS,DESTIN FT WALTON BEACH,,FLORIDA,USA,30.400061,-86.471478,23,-6,-5,America/Indiana/Tell_City
KZ,DUA,EAKER FLD,,OKLAHOMA,USA,33.942264,-96.394519,698,-6,-5,America/Indiana/Tell_City
KZ,DUC,HALLIBURTON FLD,,OKLAHOMA,USA,34.470875,-97.959861,1113,-6,-5,America/Indiana/Tell_City
KZ,DUH,TOLEDO SUBURBAN,,MICHIGAN,USA,41.735878,-83.655411,669,-5,-4,America/Detroit
KZ,DUX,MOORE CO,,TEXAS,USA,35.857928,-102.013097,3705,-6,-5,America/North_Dakota/New_Salem
KZ,DVK,STUART POWELL FLD,,KENTUCKY,USA,37.577917,-84.769694,1022,-5,-4,America/Kentucky/Monticello
KZ,DVL,DEVILS LAKE MUNI,,NORTH DAKOTA,USA,48.114244,-98.908778,1455,-6,-5,America/North_Dakota/Center
KZ,DVN,DAVENPORT MUNI,,IOWA,USA,41.610278,-90.588325,753,-6,-5,America/Chicago
KZ,DVO,GNOSS FLD,,CALIFORNIA,USA,38.143611,-122.5561,2,-8,-7,America/Los_Angeles
KZ,DVT,PHOENIX DEER VALLEY,,ARIZONA,USA,33.688317,-112.082561,1478,-7,-7,America/Phoenix
KZ,DWH,DAVID WAYNE HOOKS MEM,,TEXAS,USA,30.061861,-95.552778,152,-6,-5,America/Indiana/Tell_City
KZ,DWU,ASHLAND BOYD CO,,KENTUCKY,USA,38.5545,-82.738,546,-5,-4,America/Indiana/Vevay
KZ,DXE,DEXTER MUNI,,MISSOURI,USA,36.777469,-89.941172,305,-6,-5,America/Indiana/Tell_City
KZ,DXR,DANBURY MUNI,,CONNECTICUT,USA,41.371536,-73.482192,458,-5,-4,America/New_York
KZ,DXX,MADISON LAC QUI PARLE CO,,MINNESOTA,USA,44.986239,-96.177736,1082,-6,-5,America/North_Dakota/New_Salem
KZ,DYB,SUMMERVILLE,,SOUTH CAROLINA,USA,33.063444,-80.279333,56,-5,-4,America/Kentucky/Monticello
KZ,DYL,DOYLESTOWN,,PENNSYLVANIA,USA,40.333058,-75.122222,394,-5,-4,America/New_York
KZ,DYT,SKY HARBOR,,MINNESOTA,USA,46.721861,-92.043439,610,-6,-5,America/Menominee
KZ,E01,ROY HURD MEM,,TEXAS,USA,31.582467,-102.909042,2614,-6,-5,America/Indiana/Tell_City
KZ,E04,EUNICE,,NEW MEXICO,USA,32.456792,-103.240472,3569,-7,-6,America/Shiprock
KZ,E05,HATCH MUNI,,NEW MEXICO,USA,32.661061,-107.197933,4080,-7,-7,America/Phoenix
KZ,E06,LEA CO ZIP FRANKLIN MEM,,NEW MEXICO,USA,32.953944,-103.408778,3979,-7,-6,America/Shiprock
KZ,E11,ANDREWS CO,,TEXAS,USA,32.331111,-102.529528,3174,-6,-5,America/Indiana/Tell_City
KZ,E13,CRANE CO,,TEXAS,USA,31.415139,-102.362919,2552,-6,-5,America/Indiana/Tell_City
KZ,E15,GRAHAM MUNI,,TEXAS,USA,33.110222,-98.555278,1123,-6,-5,America/Indiana/Tell_City
KZ,E19,GRUVER MUNI,,TEXAS,USA,36.233725,-101.432189,3205,-6,-5,America/North_Dakota/New_Salem
KZ,E24,WHITERIVER,,ARIZONA,USA,33.81255,-109.986761,5152,-7,-7,America/Phoenix
KZ,E25,WICKENBURG MUNI,,ARIZONA,USA,33.968917,-112.798519,2386,-7,-7,America/Phoenix
KZ,E26,LEA COUNTY JAL,,NEW MEXICO,USA,32.131078,-103.15485,3118,-7,-6,America/Shiprock
KZ,E29,SONORA MUNI,,TEXAS,USA,30.5857,-100.648561,2140,-6,-5,America/Indiana/Tell_City
KZ,E30,BRUCE FLD,,TEXAS,USA,31.674333,-99.976986,1738,-6,-5,America/Indiana/Tell_City
KZ,E34,CLARENDON MUNI,,TEXAS,USA,34.9115,-100.869361,2833,-6,-5,America/Indiana/Tell_City
KZ,E35,FABENS,,TEXAS,USA,31.515672,-106.147197,3679,-7,-7,America/Phoenix
KZ,E38,ALPINE CASPARIS MUNI,,TEXAS,USA,30.384222,-103.683583,4515,-6,-5,America/Indiana/Tell_City
KZ,E41,REAGAN CO,,TEXAS,USA,31.19885,-101.472522,2706,-6,-5,America/Indiana/Tell_City
KZ,E42,SPEARMAN MUNI,,TEXAS,USA,36.221,-101.1945,3090,-6,-5,America/North_Dakota/New_Salem
KZ,E48,UPTON CO,,TEXAS,USA,31.125147,-102.225414,2433,-6,-5,America/Indiana/Tell_City
KZ,E51,BAGDAD,,ARIZONA,USA,34.595853,-113.1702,4183,-7,-7,America/Phoenix
KZ,E52,OLDHAM CO,,TEXAS,USA,35.231997,-102.399094,3995,-6,-5,America/North_Dakota/New_Salem
KZ,E57,DENVER CITY,,TEXAS,USA,32.975103,-102.842153,3575,-6,-5,America/North_Dakota/New_Salem
KZ,E60,ELOY MUNI,,ARIZONA,USA,32.807008,-111.586789,1513,-7,-7,America/Phoenix
KZ,E63,GILA BEND MUNI,,ARIZONA,USA,32.9581,-112.678219,778,-7,-7,America/Phoenix
KZ,E67,KEARNY,,ARIZONA,USA,33.045833,-110.910281,1833,-7,-7,America/Phoenix
KZ,E77,SAN MANUEL,,ARIZONA,USA,32.636458,-110.647319,3274,-7,-7,America/Phoenix
KZ,E78,SELLS,,ARIZONA,USA,31.932853,-111.894289,2409,-7,-7,America/Phoenix
KZ,E80,ALEXANDER MUNI,,NEW MEXICO,USA,34.645197,-106.833697,5194,-7,-6,America/Shiprock
KZ,E89,CONCHAS STATE PARK,,NEW MEXICO,USA,35.364361,-104.181689,4230,-7,-6,America/Shiprock
KZ,E91,CHINLE MUNI,,ARIZONA,USA,36.110881,-109.575422,5547,-7,-6,America/Shiprock
KZ,E95,BENSON MUNI,,ARIZONA,USA,31.999722,-110.357222,3829,-7,-7,America/Phoenix
KZ,E98,MID VALLEY AIRPARK,,NEW MEXICO,USA,34.759778,-106.745306,4830,-7,-6,America/Shiprock
KZ,EAG,EAGLE GROVE MUNI,,IOWA,USA,42.709806,-93.916114,1133,-6,-5,America/Chicago
KZ,EAN,PHIFER AIRFIELD,,WYOMING,USA,42.055525,-104.932747,4775,-7,-6,America/Denver
KZ,EAR,KEARNEY MUNI,,NEBRASKA,USA,40.727028,-99.006778,2131,-6,-5,America/North_Dakota/New_Salem
KZ,EAT,PANGBORN MEM,,WASHINGTON,USA,47.398861,-120.206833,1249,-8,-7,America/Los_Angeles
KZ,EBS,WEBSTER CITY MUNI,,IOWA,USA,42.436639,-93.868861,1121,-6,-5,America/Chicago
KZ,ECS,MONDELL FLD,,WYOMING,USA,43.88545,-104.317917,4174,-7,-6,America/Denver
KZ,EDG,WEIDE AHP,,MARYLAND,USA,39.391567,-76.291083,30,-5,-4,America/New_York
KZ,EDN,ENTERPRISE MUNI,,ALABAMA,USA,31.299722,-85.899861,364,-6,-5,America/Indiana/Tell_City
KZ,EED,NEEDLES,,CALIFORNIA,USA,34.766194,-114.623294,983,-8,-7,America/Los_Angeles
KZ,EEO,MEEKER,,COLORADO,USA,40.0488,-107.885919,6421,-7,-6,America/Denver
KZ,EET,SHELBY CO,,ALABAMA,USA,33.17705,-86.782847,585,-6,-5,America/Indiana/Tell_City
KZ,EFC,BELLE FOURCHE MUNI,,SOUTH DAKOTA,USA,44.734208,-103.861992,3190,-7,-6,America/Denver
KZ,EFK,NEWPORT STATE,,VERMONT,USA,44.888797,-72.229158,930,-5,-4,America/New_York
KZ,EFT,MONROE MUNI,,WISCONSIN,USA,42.614936,-89.590761,1085,-6,-5,America/Chicago
KZ,EFW,JEFFERSON MUNI,,IOWA,USA,42.010167,-94.342583,1048,-6,-5,America/Chicago
KZ,EGQ,EMMETSBURG MUNI,,IOWA,USA,43.102019,-94.704675,1205,-6,-5,America/Chicago
KZ,EGT,WELLINGTON MUNI,,KANSAS,USA,37.324411,-97.387322,1273,-6,-5,America/Indiana/Tell_City
KZ,EGV,EAGLE RIVER UNION,,WISCONSIN,USA,45.931797,-89.269067,1642,-6,-5,America/Menominee
KZ,EHA,ELKHART MORTON CO,,KANSAS,USA,37.001883,-101.882125,3625,-6,-5,America/North_Dakota/New_Salem
KZ,EHO,SHELBY MUNI,,NORTH CAROLINA,USA,35.255556,-81.600997,847,-5,-4,America/Kentucky/Monticello
KZ,EHR,HENDERSON CITY CO,,KENTUCKY,USA,37.807842,-87.685689,386,-6,-5,America/Indiana/Tell_City
KZ,EIW,COUNTY MEM,,MISSOURI,USA,36.535311,-89.599717,295,-6,-5,America/Indiana/Tell_City
KZ,EKQ,WAYNE CO,,KENTUCKY,USA,36.855278,-84.856139,963,-6,-5,America/Indiana/Tell_City
KZ,EKX,ADDINGTON FLD,,KENTUCKY,USA,37.686944,-85.923778,775,-5,-4,America/Kentucky/Louisville
KZ,EKY,BESSEMER,,ALABAMA,USA,33.312883,-86.925919,700,-6,-5,America/Indiana/Tell_City
KZ,ELA,EAGLE LAKE,,TEXAS,USA,29.603014,-96.322483,184,-6,-5,America/Indiana/Tell_City
KZ,ELK,ELK CITY MUNI,,OKLAHOMA,USA,35.429411,-99.394258,2002,-6,-5,America/Indiana/Tell_City
KZ,ELN,BOWERS FLD,,WASHINGTON,USA,47.033028,-120.530694,1763,-8,-7,America/Los_Angeles
KZ,ELY,ELY ARPT YELLAND FLD,,NEVADA,USA,39.299694,-114.841881,6259,-8,-7,America/Los_Angeles
KZ,ELZ,WELLSVILLE MUNI TARANTINE FLD,,NEW YORK,USA,42.109528,-77.989972,2124,-5,-4,America/New_York
KZ,EMM,KEMMERER MUNI,,WYOMING,USA,41.824064,-110.556975,7285,-7,-6,America/Boise
KZ,EMP,EMPORIA MUNI,,KANSAS,USA,38.332111,-96.191167,1208,-6,-5,America/Chicago
KZ,EMT,EL MONTE,,CALIFORNIA,USA,34.086114,-118.034719,296,-8,-7,America/Los_Angeles
KZ,EMV,EMPORIA GREENSVILLE RGNL,,VIRGINIA,USA,36.686917,-77.482806,127,-5,-4,America/New_York
KZ,ENL,CENTRALIA MUNI,,ILLINOIS,USA,38.514792,-89.092178,534,-6,-5,America/Indiana/Tell_City
KZ,EOK,KEOKUK MUNI,,IOWA,USA,40.459908,-91.4285,671,-6,-5,America/Chicago
KZ,EOP,PIKE CO,,OHIO,USA,39.166933,-82.928175,660,-5,-4,America/Indiana/Vevay
KZ,EOS,NEOSHO HUGH ROBINSON,,MISSOURI,USA,36.810806,-94.391694,1255,-6,-5,America/Indiana/Tell_City
KZ,EPH,EPHRATA MUNI,,WASHINGTON,USA,47.307583,-119.515889,1276,-8,-7,America/Los_Angeles
KZ,EPM,EASTPORT MUNI,,MAINE,USA,44.910111,-67.012694,45,-5,-4,America/New_York
KZ,EQA,CAPTAIN JACK THOMAS EL DORADO,,KANSAS,USA,37.774108,-96.817628,1378,-6,-5,America/Indiana/Tell_City
KZ,EQY,MONROE RGNL,,NORTH CAROLINA,USA,35.018844,-80.620233,679,-5,-4,America/Kentucky/Monticello
KZ,ERV,KERRVILLE MUNI LOUIS SCHREINER FLD,,TEXAS,USA,29.976731,-99.085678,1617,-6,-5,America/Indiana/Tell_City
KZ,ERY,LUCE CO,,MICHIGAN,USA,46.311186,-85.457317,869,-5,-4,America/Detroit
KZ,ESC,DELTA CO,,MICHIGAN,USA,45.722669,-87.093731,609,-5,-4,America/Detroit
KZ,ESN,EASTON NEWNAM FLD,,MARYLAND,USA,38.804167,-76.069,72,-5,-4,America/New_York
KZ,EST,ESTHERVILLE MUNI,,IOWA,USA,43.407444,-94.746417,1317,-6,-5,America/Menominee
KZ,ETB,WEST BEND MUNI,,WISCONSIN,USA,43.422167,-88.127917,887,-6,-5,America/Chicago
KZ,ETC,TARBORO EDGECOMBE,,NORTH CAROLINA,USA,35.9371,-77.546639,53,-5,-4,America/New_York
KZ,ETH,WHEATON MUNI,,MINNESOTA,USA,45.780461,-96.543539,1025,-6,-5,America/North_Dakota/New_Salem
KZ,ETN,EASTLAND MUNI,,TEXAS,USA,32.413492,-98.809756,1464,-6,-5,America/Indiana/Tell_City
KZ,EUF,WEEDON FLD,,ALABAMA,USA,31.951319,-85.128925,285,-6,-5,America/Indiana/Tell_City
KZ,EUL,CALDWELL INDUSTRIAL,,IDAHO,USA,43.641861,-116.635778,2432,-7,-6,America/Boise
KZ,EVB,NEW SMYRNA BEACH MUNI,,FLORIDA,USA,29.055806,-80.948361,10,-5,-4,America/Kentucky/Monticello
KZ,EVM,EVELETH VIRGINIA MUNI,,MINNESOTA,USA,47.425078,-92.498469,1378,-6,-5,America/Menominee
KZ,EVU,MARYVILLE MEM,,MISSOURI,USA,40.352603,-94.915528,1150,-6,-5,America/Chicago
KZ,EVW,EVANSTON UINTA CO BURNS FLD,,WYOMING,USA,41.274944,-111.032128,7163,-7,-6,America/Boise
KZ,EVY,SUMMIT,,DELAWARE,USA,39.520389,-75.720444,70,-5,-4,America/New_York
KZ,EWK,NEWTON CITY CO,,KANSAS,USA,38.057106,-97.275228,1533,-6,-5,America/Indiana/Tell_City
KZ,EXX,DAVIDSON CO,,NORTH CAROLINA,USA,35.781142,-80.303783,733,-5,-4,America/Kentucky/Monticello
KZ,EYE,EAGLE CREEK AIRPARK,,INDIANA,USA,39.830708,-86.294381,823,-5,-4,America/Indiana/Indianapolis
KZ,EYF,CURTIS L BROWN JR FIELD,,NORTH CAROLINA,USA,34.601806,-78.579272,133,-5,-4,America/Kentucky/Monticello
KZ,EYQ,WEISER AIR PARK,,TEXAS,USA,29.935211,-95.639606,137,-6,-5,America/Indiana/Tell_City
KZ,EZF,SHANNON,,VIRGINIA,USA,38.266822,-77.449194,85,-5,-4,America/New_York
KZ,EZI,KEWANEE MUNI,,ILLINOIS,USA,41.205194,-89.963861,858,-6,-5,America/Chicago
KZ,EZM,HEART OF GEORGIA RGNL,,GEORGIA,USA,32.21425,-83.128028,304,-5,-4,America/Kentucky/Monticello
KZ,EZZ,CAMERON MEM,,MISSOURI,USA,39.727561,-94.276375,1036,-6,-5,America/Chicago
KZ,F00,JONES FLD,,TEXAS,USA,33.611722,-96.179389,618,-6,-5,America/Indiana/Tell_City
KZ,F01,QUANAH MUNI,,TEXAS,USA,34.277083,-99.759269,1602,-6,-5,America/Indiana/Tell_City
KZ,F02,FAIRGROUNDS AIRPARK,,MONTANA,USA,45.724978,-107.600642,2911,-7,-6,America/Denver
KZ,F05,WILBARGER CO,,TEXAS,USA,34.225669,-99.28375,1265,-6,-5,America/Indiana/Tell_City
KZ,F06,MARIAN AIRPARK,,TEXAS,USA,34.845611,-100.195947,2008,-6,-5,America/Indiana/Tell_City
KZ,F10,HENRYETTA MUNI,,OKLAHOMA,USA,35.406881,-96.015833,849,-6,-5,America/Indiana/Tell_City
KZ,F12,RUSK CO,,TEXAS,USA,32.141722,-94.851722,442,-6,-5,America/Indiana/Tell_City
KZ,F14,WICHITA VALLEY,,TEXAS,USA,33.947722,-98.616694,1005,-6,-5,America/Indiana/Tell_City
KZ,F17,CENTER MUNI,,TEXAS,USA,31.831583,-94.156417,319,-6,-5,America/Indiana/Tell_City
KZ,F18,CLEBURNE MUNI,,TEXAS,USA,32.353764,-97.43375,854,-6,-5,America/Indiana/Tell_City
KZ,F21,MEMPHIS MUNI,,TEXAS,USA,34.739589,-100.5297,2102,-6,-5,America/Indiana/Tell_City
KZ,F22,PERRY MUNI,,OKLAHOMA,USA,36.385597,-97.277211,1002,-6,-5,America/Indiana/Tell_City
KZ,F24,MINDEN WEBSTER,,LOUISIANA,USA,32.646011,-93.298089,278,-6,-5,America/Indiana/Tell_City
KZ,F28,EL RENO MUNI AIR PARK,,OKLAHOMA,USA,35.471636,-98.005994,1417,-6,-5,America/Indiana/Tell_City
KZ,F29,CLARENCE E PAGE MUNI,,OKLAHOMA,USA,35.488083,-97.823544,1353,-6,-5,America/Indiana/Tell_City
KZ,F30,SULPHUR MUNI,,OKLAHOMA,USA,34.524533,-96.989739,1051,-6,-5,America/Indiana/Tell_City
KZ,F31,LAKE TEXOMA STATE PARK,,OKLAHOMA,USA,33.992878,-96.642497,693,-6,-5,America/Indiana/Tell_City
KZ,F32,HEALDTON MUNI,,OKLAHOMA,USA,34.249258,-97.473914,956,-6,-5,America/Indiana/Tell_City
KZ,F35,POSSUM KINGDOM,,TEXAS,USA,32.923178,-98.436442,1008,-6,-5,America/Indiana/Tell_City
KZ,F36,CORDELL MUNI,,OKLAHOMA,USA,35.297567,-98.967439,1589,-6,-5,America/Indiana/Tell_City
KGYI,GYI,GRAYSON COUNTY,SHERMAN/DENISON,TEXAS,USA,33.714111,-96.673667,749,-6,-5,America/Indiana/Tell_City
KZ,F41,ENNIS MUNI,,TEXAS,USA,32.329694,-96.663889,500,-6,-5,America/Indiana/Tell_City
KZ,F43,DOWNTOWN,,ARKANSAS,USA,33.194297,-92.663211,256,-6,-5,America/Indiana/Tell_City
KZ,F44,ATHENS MUNI,,TEXAS,USA,32.163847,-95.828353,444,-6,-5,America/Indiana/Tell_City
KZ,F45,NORTH PALM BEACH CO GENERAL AVIATION,,FLORIDA,USA,26.845372,-80.221481,23,-5,-4,America/Kentucky/Monticello
KZ,F46,ROCKWALL MUNI,,TEXAS,USA,32.930594,-96.435486,574,-6,-5,America/Indiana/Tell_City
KZ,F47,ST GEORGE ISLAND,,FLORIDA,USA,29.646047,-84.916575,3,-5,-4,America/Kentucky/Monticello
KZ,F48,NOCONA,,TEXAS,USA,33.773992,-97.738086,905,-6,-5,America/Indiana/Tell_City
KZ,F49,SLATON MUNI,,TEXAS,USA,33.484811,-101.660717,3123,-6,-5,America/Indiana/Tell_City
KZ,F51,WINNSBORO MUNI,,TEXAS,USA,32.938844,-95.278861,513,-6,-5,America/Indiana/Tell_City
KZ,F53,FRANKLIN CO,,TEXAS,USA,33.215444,-95.237442,411,-6,-5,America/Indiana/Tell_City
KZ,F55,GRANBURY MUNI,,TEXAS,USA,32.444417,-97.816933,778,-6,-5,America/Indiana/Tell_City
KZ,F56,ARLEDGE FLD,,TEXAS,USA,32.909144,-99.735994,1561,-6,-5,America/Indiana/Tell_City
KZ,F68,ANADARKO MUNI,,OKLAHOMA,USA,35.054228,-98.262831,1286,-6,-5,America/Indiana/Tell_City
KZ,F69,AIR PARK DALLAS,,TEXAS,USA,33.023456,-96.836947,695,-6,-5,America/Indiana/Tell_City
KZ,F70,FRENCH VALLEY,,CALIFORNIA,USA,33.576056,-117.127972,1350,-8,-7,America/Los_Angeles
KZ,F75,HARRISON FLD OF KNOX CITY,,TEXAS,USA,33.43815,-99.812869,1500,-6,-5,America/Indiana/Tell_City
KZ,F82,TOWN AND COUNTRY AIRPARK,,TEXAS,USA,33.485642,-101.812664,3200,-6,-5,America/Indiana/Tell_City
KZ,F83,ABERNATHY MUNI,,TEXAS,USA,33.845914,-101.762947,3327,-6,-5,America/Indiana/Tell_City
KZ,F84,STIGLER MUNI,,OKLAHOMA,USA,35.289106,-95.093897,600,-6,-5,America/Indiana/Tell_City
KZ,F85,COCHRAN CO,,TEXAS,USA,33.729264,-102.733819,3746,-6,-5,America/North_Dakota/New_Salem
KZ,F86,COLUMBIA,,LOUISIANA,USA,32.122378,-92.052911,66,-6,-5,America/Indiana/Tell_City
KZ,F87,UNION PARISH,,LOUISIANA,USA,32.724956,-92.337167,121,-6,-5,America/Indiana/Tell_City
KZ,F88,JONESBORO,,LOUISIANA,USA,32.201992,-92.732933,256,-6,-5,America/Indiana/Tell_City
KZ,F89,WINNSBORO MUNI,,LOUISIANA,USA,32.152958,-91.698456,76,-6,-5,America/Indiana/Tell_City
KZ,F91,THOMAS P STAFFORD,,OKLAHOMA,USA,35.544831,-98.668492,1605,-6,-5,America/Indiana/Tell_City
KZ,F97,SEAGRAVES,,TEXAS,USA,32.950097,-102.533803,3366,-6,-5,America/Indiana/Tell_City
KZ,F98,YOAKUM CO,,TEXAS,USA,33.214825,-102.8341,3678,-6,-5,America/North_Dakota/New_Salem
KZ,F99,HOLDENVILLE MUNI,,OKLAHOMA,USA,35.085875,-96.416667,860,-6,-5,America/Indiana/Tell_City
KZ,FA36,WHITE FARMS,,FLORIDA,USA,29.512739,-82.874844,46,-5,-4,America/Kentucky/Monticello
KZ,FA37,WING SOUTH AIRPARK,,FLORIDA,USA,26.116758,-81.703142,9,-5,-4,America/Kentucky/Monticello
KZ,FA40,HIDDEN LAKE,,FLORIDA,USA,28.282508,-82.645656,30,-5,-4,America/Kentucky/Monticello
KZ,FA54,ROTONDA INTL,,FLORIDA,USA,26.854511,-82.251206,4,-5,-4,America/Kentucky/Monticello
KZ,FAM,FARMINGTON RGNL,,MISSOURI,USA,37.761081,-90.428597,947,-6,-5,America/Indiana/Tell_City
KZ,FBL,FARIBAULT MUNI,,MINNESOTA,USA,44.324686,-93.310828,1060,-6,-5,America/Menominee
KZ,FBR,FORT BRIDGER,,WYOMING,USA,41.391936,-110.406797,7034,-7,-6,America/Denver
KZ,FBY,FAIRBURY MUNI,,NEBRASKA,USA,40.182972,-97.169278,1479,-6,-5,America/North_Dakota/New_Salem
